id,external_id,message_preview,hash,published_at,created_at,source_id,source_name
1233817,4879,"🛑SHORT CATIUSDT
      CROSS 20X
      ENTRY- Marke... ⬇️

https://www.bitunix.com/register?vipCode=Bb2G",7df9eecd83a804133f7f55214b998930,2026-09-07T10:19:22+00:00,2026-09-12T00:22:15.675035+00:00,1064,investorszone2
